,Order Date,Sales,Category,Sub-Category
5055,2015-03-01,1352.3976,Furniture,Bookcases
7825,2015-03-02,90.882,Furniture,Chairs
7763,2015-03-02,74.52,Office Supplies,Envelopes
1908,2015-03-02,136.92,Furniture,Furnishings
7061,2015-03-02,12.144,Office Supplies,Binders
807,2015-03-02,28.4,Furniture,Furnishings
808,2015-03-02,149.97,Technology,Accessories
3777,2015-03-05,665.88,Furniture,Furnishings
4656,2015-03-05,59.904,Office Supplies,Art
7216,2015-03-05,8.82,Office Supplies,Art
7217,2015-03-05,62.496,Office Supplies,Binders
4657,2015-03-05,23.696,Office Supplies,Appliances
4659,2015-03-05,18.2,Office Supplies,Appliances
4658,2015-03-05,7.968,Office Supplies,Paper
4662,2015-03-05,76.752,Office Supplies,Storage
7219,2015-03-05,49.568,Office Supplies,Binders
9550,2015-03-05,13.848,Office Supplies,Binders
4661,2015-03-05,844.116,Furniture,Chairs
7218,2015-03-05,339.96,Technology,Accessories
4660,2015-03-05,27.552,Technology,Accessories
1050,2015-03-07,168.464,Furniture,Furnishings
586,2015-03-07,70.98,Furniture,Chairs
587,2015-03-07,294.93,Office Supplies,Labels
1051,2015-03-07,6.72,Office Supplies,Paper
1052,2015-03-07,282.888,Furniture,Furnishings
1738,2015-03-09,17.9,Technology,Accessories
4455,2015-03-09,129.568,Furniture,Chairs
1737,2015-03-09,31.44,Office Supplies,Storage
529,2015-03-09,666.248,Office Supplies,Supplies
530,2015-03-09,52.512,Office Supplies,Envelopes
6045,2015-03-09,238.152,Furniture,Furnishings
1859,2015-03-09,100.49,Technology,Phones
8462,2015-03-09,7.5,Office Supplies,Labels
1858,2015-03-09,137.62,Office Supplies,Appliances
4456,2015-03-09,6.368,Office Supplies,Binders
1739,2015-03-09,129.45,Technology,Accessories
83,2015-03-09,200.984,Office Supplies,Envelopes
528,2015-03-09,36.336,Office Supplies,Storage
2839,2015-03-09,120.33,Office Supplies,Storage
784,2015-03-10,47.984,Technology,Accessories
3074,2015-03-10,120.666,Furniture,Bookcases
783,2015-03-10,35.49,Furniture,Bookcases
1921,2015-03-10,15.008,Office Supplies,Storage
781,2015-03-10,32.07,Office Supplies,Binders
782,2015-03-10,24.0,Technology,Accessories
2585,2015-03-11,6.608,Office Supplies,Envelopes
5763,2015-03-11,1448.82,Furniture,Chairs
1486,2015-03-11,1212.848,Technology,Phones
1487,2015-03-11,89.97,Technology,Accessories
1488,2015-03-11,42.6,Furniture,Furnishings
8986,2015-03-12,95.97,Office Supplies,Binders
5604,2015-03-12,590.352,Office Supplies,Binders
8987,2015-03-12,105.584,Technology,Phones
3612,2015-03-12,16.448,Office Supplies,Paper
537,2015-03-12,10.752,Office Supplies,Binders
8712,2015-03-12,359.499,Furniture,Bookcases
387,2015-03-12,2.96,Furniture,Furnishings
3613,2015-03-12,36.784,Technology,Accessories
8988,2015-03-12,9.344,Office Supplies,Art
9556,2015-03-12,184.66,Office Supplies,Paper
8985,2015-03-12,77.952,Furniture,Furnishings
386,2015-03-12,482.34,Technology,Machines
2025,2015-03-13,141.96,Furniture,Bookcases
6290,2015-03-13,327.76,Furniture,Furnishings
6289,2015-03-13,915.136,Furniture,Chairs
4162,2015-03-14,16.52,Office Supplies,Labels
9211,2015-03-14,19.44,Office Supplies,Paper
4163,2015-03-14,671.94,Office Supplies,Binders
4935,2015-03-15,16.776,Technology,Phones
6922,2015-03-16,491.55,Office Supplies,Labels
6923,2015-03-16,7.38,Office Supplies,Envelopes
1558,2015-03-16,171.96,Furniture,Tables
507,2015-03-16,8.34,Office Supplies,Art
508,2015-03-16,46.74,Office Supplies,Storage
506,2015-03-16,2.74,Office Supplies,Art
7727,2015-03-16,17.52,Office Supplies,Art
4953,2015-03-16,85.9,Technology,Phones
509,2015-03-16,6354.95,Office Supplies,Binders
4794,2015-03-16,43.13,Furniture,Furnishings
2563,2015-03-17,15.02,Technology,Accessories
2564,2015-03-17,33.82,Office Supplies,Storage
2019,2015-03-19,40.14,Office Supplies,Paper
2018,2015-03-19,33.36,Office Supplies,Supplies
9962,2015-03-19,383.4656,Furniture,Bookcases
2016,2015-03-19,17.568,Office Supplies,Binders
5587,2015-03-19,10.9,Office Supplies,Fasteners
1565,2015-03-19,453.576,Technology,Phones
2017,2015-03-19,14.62,Office Supplies,Labels
1643,2015-03-19,1247.64,Office Supplies,Storage
1644,2015-03-19,3149.93,Technology,Copiers
9961,2015-03-19,65.584,Office Supplies,Paper
1645,2015-03-19,209.7,Office Supplies,Paper
4534,2015-03-19,11.96,Office Supplies,Paper
3575,2015-03-19,14.496,Office Supplies,Paper
9927,2015-03-20,83.92,Office Supplies,Storage
8779,2015-03-20,29.304,Office Supplies,Storage
9923,2015-03-20,49.848,Office Supplies,Binders
9924,2015-03-20,23.99,Office Supplies,Envelopes
4957,2015-03-20,2.512,Office Supplies,Binders
9926,2015-03-20,199.98,Technology,Phones
815,2015-03-20,51.84,Office Supplies,Paper
4958,2015-03-20,18.864,Office Supplies,Fasteners
9925,2015-03-20,1087.936,Office Supplies,Binders
6486,2015-03-21,962.08,Office Supplies,Appliances
6487,2015-03-21,12.843,Office Supplies,Binders
6488,2015-03-21,295.456,Office Supplies,Paper
520,2015-03-22,129.568,Office Supplies,Storage
8556,2015-03-22,150.408,Office Supplies,Storage
519,2015-03-22,18.392,Technology,Accessories
7653,2015-03-22,19.56,Office Supplies,Art
8555,2015-03-22,447.944,Technology,Accessories
521,2015-03-22,14.112,Office Supplies,Binders
5802,2015-03-22,15.984,Technology,Phones
5810,2015-03-22,105.52,Office Supplies,Paper
5812,2015-03-22,1487.976,Technology,Phones
5811,2015-03-22,91.96,Furniture,Furnishings
1060,2015-03-23,107.772,Furniture,Chairs
7966,2015-03-23,33.36,Office Supplies,Paper
4555,2015-03-23,31.56,Office Supplies,Fasteners
8880,2015-03-23,239.97,Technology,Accessories
8879,2015-03-23,192.72,Office Supplies,Paper
4556,2015-03-23,27.92,Office Supplies,Storage
7438,2015-03-24,46.9,Furniture,Furnishings
2557,2015-03-24,6.992,Office Supplies,Appliances
1594,2015-03-24,359.058,Furniture,Bookcases
9857,2015-03-26,3393.68,Furniture,Tables
9866,2015-03-26,1085.42,Office Supplies,Storage
5103,2015-03-26,40.032,Office Supplies,Paper
9867,2015-03-26,13.11,Office Supplies,Appliances
1530,2015-03-26,74.352,Office Supplies,Paper
5104,2015-03-26,16.776,Technology,Accessories
5838,2015-03-27,83.7,Office Supplies,Storage
6258,2015-03-28,22.92,Office Supplies,Envelopes
2199,2015-03-28,5.232,Office Supplies,Paper
692,2015-03-28,166.24,Technology,Accessories
693,2015-03-28,33.4,Office Supplies,Paper
2198,2015-03-28,15.552,Office Supplies,Paper
5754,2015-03-29,5.56,Office Supplies,Art
990,2015-03-29,1166.92,Furniture,Chairs
4730,2015-03-29,212.64,Office Supplies,Paper
4129,2015-03-29,73.28,Office Supplies,Appliances
6775,2015-03-29,17.64,Office Supplies,Paper
4732,2015-03-29,53.25,Technology,Accessories
4733,2015-03-29,19.92,Furniture,Furnishings
4731,2015-03-29,9.87,Office Supplies,Paper
6433,2015-03-30,23.52,Office Supplies,Paper
6434,2015-03-30,180.96,Technology,Phones
7001,2015-03-30,366.744,Furniture,Chairs
6808,2015-03-31,22.38,Furniture,Furnishings
6807,2015-03-31,98.376,Office Supplies,Paper
5528,2015-03-31,79.96,Technology,Phones
5646,2015-04-01,192.22,Furniture,Furnishings
5348,2015-04-01,32.34,Office Supplies,Binders
5349,2015-04-01,39.9,Office Supplies,Paper
1149,2015-04-04,10.95,Technology,Phones
1147,2015-04-04,5.84,Office Supplies,Fasteners
1053,2015-04-04,11.16,Office Supplies,Art
1054,2015-04-04,108.4,Furniture,Furnishings
1055,2015-04-04,82.344,Office Supplies,Binders
1150,2015-04-04,599.98,Technology,Copiers
1146,2015-04-04,644.076,Office Supplies,Appliances
1056,2015-04-04,9.088,Office Supplies,Binders
1148,2015-04-04,12.76,Office Supplies,Binders
3402,2015-04-05,22.288,Furniture,Furnishings
304,2015-04-05,26.8,Furniture,Furnishings
6594,2015-04-05,125.93,Office Supplies,Art
5726,2015-04-05,946.344,Technology,Phones
7249,2015-04-06,119.98,Technology,Accessories
1815,2015-04-06,7.38,Office Supplies,Labels
3360,2015-04-06,30.44,Office Supplies,Paper
3361,2015-04-06,35.28,Furniture,Furnishings
1816,2015-04-06,9.26,Office Supplies,Art
7250,2015-04-06,989.97,Technology,Accessories
1286,2015-04-07,15.48,Office Supplies,Art
7918,2015-04-07,22.848,Office Supplies,Binders
1252,2015-04-07,1099.96,Technology,Phones
1117,2015-04-09,279.9,Office Supplies,Paper
1118,2015-04-09,619.95,Technology,Accessories
4616,2015-04-09,134.376,Technology,Accessories
5495,2015-04-09,7.656,Office Supplies,Binders
1119,2015-04-09,4.36,Office Supplies,Paper
4257,2015-04-09,9.762,Office Supplies,Binders
1120,2015-04-09,15.28,Office Supplies,Envelopes
1299,2015-04-10,26.96,Office Supplies,Storage
2128,2015-04-10,20.736,Office Supplies,Paper
635,2015-04-10,392.94,Furniture,Chairs
2127,2015-04-10,64.944,Furniture,Furnishings
3383,2015-04-12,384.174,Furniture,Chairs
5325,2015-04-12,25.08,Furniture,Furnishings
3384,2015-04-12,1799.75,Technology,Phones
4356,2015-04-12,36.96,Office Supplies,Art
5324,2015-04-12,16.9,Office Supplies,Art
4355,2015-04-12,1598.058,Office Supplies,Binders
4560,2015-04-12,271.44,Office Supplies,Envelopes
3850,2015-04-12,85.96,Office Supplies,Paper
3376,2015-04-12,361.764,Furniture,Chairs
4561,2015-04-12,110.352,Technology,Phones
4562,2015-04-12,36.4,Furniture,Furnishings
3375,2015-04-12,39.96,Technology,Phones
3374,2015-04-12,364.41,Furniture,Chairs
3373,2015-04-12,28.44,Furniture,Furnishings
2748,2015-04-12,8.226,Office Supplies,Binders
3382,2015-04-12,17.94,Office Supplies,Envelopes
8399,2015-04-13,10.744,Office Supplies,Storage
2068,2015-04-13,199.96,Technology,Accessories
5180,2015-04-13,75.84,Office Supplies,Appliances
7834,2015-04-13,241.568,Furniture,Tables
8928,2015-04-13,609.98,Furniture,Tables
5178,2015-04-13,37.68,Furniture,Furnishings
4170,2015-04-13,54.816,Office Supplies,Paper
2069,2015-04-13,710.832,Furniture,Tables
5538,2015-04-13,17.43,Office Supplies,Binders
2093,2015-04-13,12.88,Office Supplies,Supplies
8930,2015-04-13,239.976,Technology,Phones
8929,2015-04-13,211.372,Furniture,Tables
5179,2015-04-13,258.576,Technology,Phones
7835,2015-04-13,479.92,Technology,Phones
4169,2015-04-13,31.104,Office Supplies,Paper
9599,2015-04-14,35.208,Office Supplies,Appliances
7582,2015-04-16,127.764,Furniture,Chairs
7456,2015-04-16,569.64,Technology,Phones
7457,2015-04-16,9.14,Office Supplies,Binders
5249,2015-04-16,12.576,Office Supplies,Fasteners
7458,2015-04-16,1196.86,Furniture,Furnishings
1066,2015-04-16,55.47,Office Supplies,Binders
1063,2015-04-16,7.872,Office Supplies,Art
6200,2015-04-16,1439.968,Technology,Copiers
6201,2015-04-16,43.56,Technology,Accessories
1061,2015-04-16,45.216,Office Supplies,Appliances
1062,2015-04-16,10.416,Office Supplies,Fasteners
1064,2015-04-16,118.782,Technology,Phones
1065,2015-04-16,1.448,Office Supplies,Fasteners
7459,2015-04-16,523.26,Furniture,Bookcases
2754,2015-04-17,783.96,Technology,Phones
5443,2015-04-17,62.296,Office Supplies,Binders
2752,2015-04-17,5.56,Office Supplies,Art
5444,2015-04-17,10.71,Office Supplies,Art
2756,2015-04-17,11.96,Office Supplies,Paper
5442,2015-04-17,99.6,Technology,Accessories
2753,2015-04-17,323.37,Technology,Accessories
2755,2015-04-17,1447.65,Office Supplies,Appliances
9303,2015-04-18,15.552,Office Supplies,Paper
2511,2015-04-18,106.5,Technology,Accessories
9296,2015-04-18,41.424,Technology,Accessories
9297,2015-04-18,244.768,Technology,Phones
4719,2015-04-18,947.17,Office Supplies,Storage
9298,2015-04-18,74.352,Office Supplies,Art
9299,2015-04-18,4.312,Office Supplies,Binders
52,2015-04-18,89.99,Furniture,Chairs
9304,2015-04-18,1.476,Office Supplies,Binders
4720,2015-04-18,61.96,Office Supplies,Paper
51,2015-04-18,6.16,Furniture,Furnishings
50,2015-04-18,75.18,Office Supplies,Labels
6139,2015-04-18,115.44,Office Supplies,Storage
9302,2015-04-18,7.872,Office Supplies,Art
9300,2015-04-18,56.686,Furniture,Chairs
49,2015-04-18,38.22,Office Supplies,Binders
9301,2015-04-18,97.968,Technology,Phones
4196,2015-04-18,21.93,Office Supplies,Labels
6034,2015-04-19,19.568,Office Supplies,Appliances
6035,2015-04-19,310.392,Office Supplies,Binders
8300,2015-04-20,180.96,Office Supplies,Envelopes
6167,2015-04-20,117.456,Office Supplies,Paper
2291,2015-04-20,595.38,Furniture,Furnishings
2292,2015-04-20,12.96,Office Supplies,Paper
2290,2015-04-20,287.97,Technology,Phones
6614,2015-04-21,209.88,Furniture,Furnishings
6613,2015-04-21,469.95,Technology,Phones
6612,2015-04-21,21.3,Office Supplies,Binders
6611,2015-04-21,191.96,Furniture,Chairs
6293,2015-04-22,64.14,Office Supplies,Art
6292,2015-04-22,88.776,Technology,Phones
4765,2015-04-24,25.99,Office Supplies,Art
6948,2015-04-25,128.058,Furniture,Chairs
6051,2015-04-25,272.4,Office Supplies,Appliances
3140,2015-04-25,206.43,Office Supplies,Appliances
6955,2015-04-25,21.34,Office Supplies,Envelopes
885,2015-04-25,13.944,Office Supplies,Binders
6050,2015-04-25,57.75,Office Supplies,Art
6947,2015-04-25,221.024,Office Supplies,Storage
2898,2015-04-26,408.422,Furniture,Chairs
74,2015-04-26,72.784,Office Supplies,Storage
8206,2015-04-26,191.5155,Furniture,Tables
72,2015-04-26,831.936,Furniture,Chairs
8207,2015-04-26,2.624,Office Supplies,Art
7830,2015-04-26,311.976,Technology,Phones
7829,2015-04-26,59.52,Office Supplies,Art
7828,2015-04-26,63.936,Furniture,Chairs
73,2015-04-26,97.04,Furniture,Furnishings
7831,2015-04-26,50.352,Office Supplies,Binders
1021,2015-04-27,1267.53,Furniture,Chairs
1020,2015-04-27,22.74,Office Supplies,Art
1022,2015-04-27,1379.92,Technology,Machines
3417,2015-04-27,43.56,Office Supplies,Appliances
3418,2015-04-27,5.84,Office Supplies,Supplies
7683,2015-04-28,3812.97,Office Supplies,Binders
7682,2015-04-28,186.732,Office Supplies,Appliances
380,2015-04-28,12.176,Office Supplies,Binders
378,2015-04-28,8.652,Office Supplies,Appliances
379,2015-04-28,23.832,Office Supplies,Storage
5860,2015-04-29,7.968,Office Supplies,Paper
8347,2015-04-30,9.48,Furniture,Furnishings
8349,2015-04-30,24.3,Furniture,Furnishings
3044,2015-04-30,1022.97,Technology,Phones
6591,2015-04-30,34.65,Office Supplies,Art
66,2015-04-30,213.115,Furniture,Chairs
8350,2015-04-30,6.48,Office Supplies,Paper
6592,2015-04-30,19.8,Technology,Phones
8348,2015-04-30,209.5,Technology,Phones
8346,2015-04-30,31.4,Furniture,Furnishings
8374,2015-05-01,87.36,Office Supplies,Appliances
7719,2015-05-01,59.52,Office Supplies,Art
7721,2015-05-01,13.168,Office Supplies,Binders
4227,2015-05-01,61.584,Furniture,Chairs
7720,2015-05-01,17.48,Office Supplies,Envelopes
8375,2015-05-01,56.16,Office Supplies,Binders
5088,2015-05-03,2.556,Office Supplies,Binders
8252,2015-05-03,60.416,Office Supplies,Storage
1882,2015-05-03,563.4,Office Supplies,Storage
1881,2015-05-03,383.607,Furniture,Chairs
1880,2015-05-03,29.34,Office Supplies,Envelopes
8251,2015-05-03,180.98,Office Supplies,Appliances
8250,2015-05-03,4.712,Furniture,Furnishings
5087,2015-05-03,10.312,Technology,Accessories
2284,2015-05-03,60.69,Office Supplies,Appliances
2283,2015-05-03,23.92,Technology,Phones
6445,2015-05-03,7.104,Office Supplies,Fasteners
5254,2015-05-03,99.372,Furniture,Chairs
5328,2015-05-03,31.92,Technology,Phones
5086,2015-05-03,466.158,Technology,Phones
5255,2015-05-03,33.568,Furniture,Furnishings
8249,2015-05-03,11.212,Office Supplies,Binders
7645,2015-05-04,892.224,Furniture,Chairs
3903,2015-05-04,98.112,Office Supplies,Appliances
3907,2015-05-04,14.85,Technology,Phones
6065,2015-05-04,23.904,Office Supplies,Labels
3910,2015-05-04,352.45,Furniture,Bookcases
9003,2015-05-04,239.94,Technology,Accessories
118,2015-05-04,157.794,Office Supplies,Binders
9004,2015-05-04,23.84,Office Supplies,Art
3909,2015-05-04,7.584,Furniture,Furnishings
3908,2015-05-04,41.988,Technology,Phones
3905,2015-05-04,10.428,Office Supplies,Binders
3904,2015-05-04,563.808,Office Supplies,Storage
3906,2015-05-04,547.136,Furniture,Furnishings
6558,2015-05-06,1522.638,Furniture,Chairs
8828,2015-05-06,10.56,Office Supplies,Paper
3002,2015-05-07,19.0,Office Supplies,Binders
4405,2015-05-07,38.976,Office Supplies,Storage
8297,2015-05-07,4.928,Furniture,Furnishings
2635,2015-05-07,7.23,Office Supplies,Binders
8298,2015-05-07,11.784,Office Supplies,Labels
4404,2015-05-07,34.8,Technology,Accessories
2634,2015-05-07,4.928,Furniture,Furnishings
5855,2015-05-08,23.04,Office Supplies,Supplies
5854,2015-05-08,33.488,Office Supplies,Storage
5857,2015-05-08,14.76,Furniture,Furnishings
5856,2015-05-08,1.362,Office Supplies,Binders
4487,2015-05-09,16.27,Office Supplies,Binders
1762,2015-05-09,293.199,Furniture,Bookcases
6673,2015-05-09,67.96,Furniture,Furnishings
1761,2015-05-09,28.752,Office Supplies,Binders
4489,2015-05-09,4.47,Office Supplies,Binders
1760,2015-05-09,411.332,Furniture,Bookcases
4488,2015-05-09,69.12,Office Supplies,Supplies
5282,2015-05-09,36.84,Office Supplies,Paper
5281,2015-05-09,6.16,Furniture,Furnishings
6226,2015-05-10,291.168,Furniture,Chairs
6225,2015-05-10,66.294,Furniture,Bookcases
8768,2015-05-10,288.0,Technology,Accessories
927,2015-05-10,46.2,Office Supplies,Art
5610,2015-05-10,53.04,Technology,Accessories
928,2015-05-10,28.84,Office Supplies,Appliances
4621,2015-05-10,77.55,Office Supplies,Storage
3309,2015-05-11,25.344,Office Supplies,Binders
5073,2015-05-11,62.8,Office Supplies,Storage
2910,2015-05-11,387.136,Office Supplies,Appliances
9075,2015-05-11,7.218,Office Supplies,Binders
9076,2015-05-11,27.2,Office Supplies,Supplies
3813,2015-05-11,19.824,Office Supplies,Labels
5685,2015-05-11,98.352,Office Supplies,Binders
1832,2015-05-11,207.0,Furniture,Chairs
8402,2015-05-12,22.68,Office Supplies,Paper
4156,2015-05-12,47.984,Technology,Accessories
8548,2015-05-12,12.6,Office Supplies,Labels
8401,2015-05-12,164.646,Furniture,Chairs
4157,2015-05-12,26.064,Office Supplies,Binders
8547,2015-05-12,39.0,Technology,Accessories
5634,2015-05-12,152.8,Office Supplies,Binders
8320,2015-05-12,45.04,Office Supplies,Art
9724,2015-05-12,12.224,Office Supplies,Envelopes
3676,2015-05-12,44.46,Furniture,Furnishings
8400,2015-05-12,232.4,Office Supplies,Binders
8647,2015-05-12,97.424,Furniture,Chairs
7160,2015-05-13,16.0,Office Supplies,Fasteners
7159,2015-05-13,222.384,Technology,Phones
7403,2015-05-14,509.9575,Furniture,Bookcases
696,2015-05-14,200.984,Office Supplies,Envelopes
697,2015-05-14,97.696,Office Supplies,Labels
7404,2015-05-14,122.91,Furniture,Furnishings
695,2015-05-14,47.36,Office Supplies,Labels
700,2015-05-14,4.896,Office Supplies,Binders
6687,2015-05-14,1117.92,Office Supplies,Storage
7406,2015-05-14,722.352,Furniture,Chairs
699,2015-05-14,18.588,Office Supplies,Binders
698,2015-05-14,2.696,Office Supplies,Art
694,2015-05-14,198.272,Office Supplies,Art
7405,2015-05-14,97.568,Furniture,Chairs
8588,2015-05-15,51.968,Office Supplies,Storage
5643,2015-05-15,17.94,Office Supplies,Envelopes
1467,2015-05-16,255.968,Technology,Accessories
9985,2015-05-17,55.6,Office Supplies,Supplies
4288,2015-05-17,33.28,Office Supplies,Binders
4289,2015-05-17,14.088,Office Supplies,Paper
9984,2015-05-17,31.5,Office Supplies,Labels
9050,2015-05-18,10.86,Office Supplies,Paper
6702,2015-05-20,6.408,Office Supplies,Binders
6701,2015-05-20,163.136,Furniture,Furnishings
6919,2015-05-21,24.588,Office Supplies,Binders
5336,2015-05-21,26.976,Office Supplies,Binders
5247,2015-05-21,20.768,Office Supplies,Appliances
8103,2015-05-22,104.79,Office Supplies,Storage
8101,2015-05-22,8.26,Office Supplies,Labels
8102,2015-05-22,2973.32,Technology,Machines
8104,2015-05-22,775.728,Technology,Phones
3296,2015-05-23,19.194,Office Supplies,Binders
5092,2015-05-23,51.45,Office Supplies,Storage
785,2015-05-23,186.69,Office Supplies,Envelopes
7624,2015-05-23,850.5,Office Supplies,Appliances
3297,2015-05-23,121.792,Office Supplies,Appliances
7625,2015-05-23,75.33,Furniture,Furnishings
6899,2015-05-24,7.656,Office Supplies,Binders
6898,2015-05-24,602.651,Furniture,Chairs
9109,2015-05-25,207.984,Technology,Accessories
4965,2015-05-25,467.04,Technology,Phones
9107,2015-05-25,22.368,Office Supplies,Supplies
9108,2015-05-25,32.368,Office Supplies,Paper
4570,2015-05-25,21.24,Office Supplies,Art
1936,2015-05-25,14.73,Furniture,Furnishings
